PIC10F200;0;0;pic_fuses
PIC10F202;0;0;pic_fuses
PIC10F204;0;0;pic_fuses
PIC10F206;0;0;pic_fuses
PIC10F220;0;0;pic_fuses
PIC10F222;0;0;pic_fuses
PIC12C508;0;0;pic_fuses
PIC12C508A;0;0;pic_fuses
PIC12C509;0;0;pic_fuses
PIC12C509A;0;0;pic_fuses
rfPIC12C509AG;0;0;pic_fuses
rfPIC12C509AF;0;0;pic_fuses
PIC12C671;0;0;pic_fuses
PIC12C672;0;0;pic_fuses
PIC12CE518;0;0;pic_fuses
PIC12CE519;0;0;pic_fuses
PIC12CE673;0;0;pic_fuses
PIC12CE674;0;0;pic_fuses
PIC12F508;0;0;pic_fuses
PIC12F509;0;0;pic_fuses
PIC12F510;0;0;pic_fuses
PIC12F519;0;0;pic_fuses
PIC12F609;8768;5;pic_fuses
PIC12F615;8576;5;pic_fuses
PIC12F629;3968;5;pic_fuses
PIC12F635;4000;5;pic_fuses
PIC12F675;4032;5;pic_fuses
PIC12F683;1120;5;pic_fuses
PIC12HV609;8832;5;pic_fuses
PIC12HV615;8608;5;pic_fuses
PIC12LC508;0;0;pic_fuses
PIC12LC508A;0;0;pic_fuses
PIC12LC509;0;0;pic_fuses
PIC12LC509A;0;0;pic_fuses
PIC12LC671;0;0;pic_fuses
PIC12LC672;0;0;pic_fuses
PIC12LCE518;0;0;pic_fuses
PIC12LCE519;0;0;pic_fuses
PIC12LF508;0;0;pic_fuses
PIC12LF509;0;0;pic_fuses
PIC12LF519;0;0;pic_fuses
PIC16C505;0;0;pic_fuses
PIC16C54;0;0;pic_fuses
PIC16C54A;0;0;pic_fuses
PIC16C54B;0;0;pic_fuses
PIC16C54C;0;0;pic_fuses
PIC16C55;0;0;pic_fuses
PIC16C554;0;0;pic_fuses
PIC16C558;0;0;pic_fuses
PIC16C55A;0;0;pic_fuses
PIC16C56;0;0;pic_fuses
PIC16C56A;0;0;pic_fuses
PIC16C57;0;0;pic_fuses
PIC16C57C;0;0;pic_fuses
PIC16C58A;0;0;pic_fuses
PIC16C58B;0;0;pic_fuses
PIC16C61;0;0;pic_fuses
PIC16C62;0;0;pic_fuses
PIC16C620;0;0;pic_fuses
PIC16C620A;0;0;pic_fuses
PIC16C621;0;0;pic_fuses
PIC16C621A;0;0;pic_fuses
PIC16C622;0;0;pic_fuses
PIC16C622A;0;0;pic_fuses
PIC16C62A;0;0;pic_fuses
PIC16C62B;0;0;pic_fuses
PIC16C63;0;0;pic_fuses
PIC16C63A;0;0;pic_fuses
PIC16C64;0;0;pic_fuses
PIC16C64A;0;0;pic_fuses
PIC16C65;0;0;pic_fuses
PIC16C65A;0;0;pic_fuses
PIC16C65B;0;0;pic_fuses
PIC16C66;0;0;pic_fuses
PIC16C67;0;0;pic_fuses
PIC16C71;0;0;pic_fuses
PIC16C710;0;0;pic_fuses
PIC16C711;0;0;pic_fuses
PIC16C712;0;0;pic_fuses
PIC16C716;0;0;pic_fuses
PIC16C717;0;0;pic_fuses
PIC16C72;0;0;pic_fuses
PIC16C72A;0;0;pic_fuses
PIC16C73;0;0;pic_fuses
PIC16C73A;0;0;pic_fuses
PIC16C73B;0;0;pic_fuses
PIC16C74;0;0;pic_fuses
PIC16C745;2912;5;pic_fuses
PIC16C74A;0;0;pic_fuses
PIC16C74B;0;0;pic_fuses
PIC16C76;0;0;pic_fuses
PIC16C765;0;0;pic_fuses
PIC16C77;0;0;pic_fuses
PIC16C770;0;0;pic_fuses
PIC16C771;0;0;pic_fuses
PIC16C773;0;0;pic_fuses
PIC16C774;0;0;pic_fuses
PIC16C781;0;0;pic_fuses
PIC16C782;0;0;pic_fuses
PIC16CE623;0;0;pic_fuses
PIC16CE624;0;0;pic_fuses
PIC16CE625;0;0;pic_fuses
PIC16CR54A;0;0;pic_fuses
PIC16CR54B;0;0;pic_fuses
PIC16CR54C;0;0;pic_fuses
PIC16CR56A;0;0;pic_fuses
PIC16CR57B;0;0;pic_fuses
PIC16CR57C;0;0;pic_fuses
PIC16CR58A;0;0;pic_fuses
PIC16CR58B;0;0;pic_fuses
PIC16F505;0;0;pic_fuses
PIC16F506;0;0;pic_fuses
PIC16F526;0;0;pic_fuses
PIC16F54;0;0;pic_fuses
PIC16F57;0;0;pic_fuses
PIC16F59;0;0;pic_fuses
PIC16F610;8800;5;pic_fuses
PIC16F616;4672;5;pic_fuses
PIC16F627A;4160;5;pic_fuses
PIC16F628A;4192;5;pic_fuses
PIC16F630;4288;5;pic_fuses
PIC16F631;5152;5;pic_fuses
PIC16F636;4256;5;pic_fuses
PIC16F639;4256;5;pic_fuses
PIC16F648A;4352;5;pic_fuses
PIC16F676;4320;5;pic_fuses
PIC16F677;5184;5;pic_fuses
PIC16F684;4224;5;pic_fuses
PIC16F685;1184;5;pic_fuses
PIC16F687;4896;5;pic_fuses
PIC16F688;4480;5;pic_fuses
PIC16F689;4928;5;pic_fuses
PIC16F690;5120;5;pic_fuses
PIC16F716;4416;5;pic_fuses
PIC16F72;160;5;pic_fuses
PIC16F722;6272;5;pic2_fuses
PIC16F722A;6944;5;pic2_fuses
PIC16F723;6240;5;pic2_fuses
PIC16F723A;6912;5;pic2_fuses
PIC16F724;6208;5;pic2_fuses
PIC16F726;6176;5;pic2_fuses
PIC16F727;6144;5;pic2_fuses
PIC16F73;1536;5;pic_fuses
PIC16F737;2976;5;pic2_fuses
PIC16F74;1568;5;pic_fuses
PIC16F747;3040;5;pic2_fuses
PIC16F76;1600;5;pic_fuses
PIC16F767;3744;5;pic2_fuses
PIC16F77;1632;5;pic_fuses
PIC16F777;3552;5;pic2_fuses
PIC16F785;4608;5;pic2_fuses
PIC16F818;1216;5;pic_fuses
PIC16F819;1248;5;pic_fuses
PIC16F83;0;0;pic_fuses
PIC16F84;0;0;pic_fuses
PIC16F84A;1376;5;pic_fuses
PIC16F87;1824;5;pic2_fuses
PIC16F870;3328;5;pic_fuses
PIC16F871;3360;5;pic_fuses
PIC16F872;2272;5;pic_fuses
PIC16F873;2400;5;pic_fuses
